Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;Comment
;;Name (simplified);Name (in model and documents);"[Meuro/GW]
[Meuro/GWh] 
[Meuro/(Mkmpass/h)] 
[Meuro/(Mtonkm/h)]";"[Meuro/GW]
[Meuro/GWh] 
[Meuro/(Mkmpass/h)] 
[Meuro/(Mtonkm/h)]";"[ktonCO2_eq/GW]
[ktonCO2_eq/GWh]
[ktonCO2_eq/(Mkmpass/h)]
[ktonCO2_eq/(Mtonkm/h)]";[years];[];[];[];[GW];[GW];
Electricity;Electricity;Nuclear;NUCLEAR;4845.734619;102.930986;707.88;60;0.849;0;1;0;41.3;
Electricity;Electricity;Combined cycle gas turbine;CCGT;771.9917595;19.73031183;183.79;25;0.85;0;1;0;1.00E+15;
Electricity;Electricity;Amonia combined cycle gas turbine;CCGT_AMMONIA ;771.99;19.55202588;183.79;25;0.961538462;0;1;0;1.00E+15;
Electricity;Electricity;Ultra-supercritical coal power plant;COAL_US;2516.705684;29.70315573;331.6;35;0.868;0;1;0;1.00E+15;
Electricity;Electricity;Intagrated gasification combined cycle with coal;COAL_IGCC;3245.809533;48.94653057;331.6;35;0.856;0;1;0;1.00E+15;
Electricity;Electricity;Photovoltaic rooftop;PV_ROOFTOP;737.8867059;9.726688396;2081.43;40;1;0;1;3.09;153;
Electricity;Electricity;Photovoltaic utility scale;PV_UTILITY;335.4030481;8.432990925;2081.43;40;1;0;1;3.09;1492;
Electricity;Electricity;Parabolic trough power block;PT_POWER_BLOCK;1044.57;62.65;0;25;1;0;1;0;0;
Electricity;Electricity;Solar tower power block;ST_POWER_BLOCK;50;5;0;25;1;0;1;0;37;
Electricity;Electricity;Wind onshore;WIND_ONSHORE;1010;16.82;622.85;30;1;0;1;10.311;193.2;
Electricity;Electricity;Wind offshore;WIND_OFFSHORE;1667.432296;51.87199798;622.85;30;1;0;1;0;12;
Electricity;Electricity;Hydro dam;HYDRO_DAM;4200.6993;21.0018;1692.88;40;1;0;1;14.2357;14.24;
Electricity;Electricity;Hydro river;HYDRO_RIVER;5044.919936;50.4447982;1262.82;40;1;0;1;6.6094;6.61;
Electricity;Electricity;tidal stream;NEW_TIDAL_STREAM;2769;4;0;20;1;0;0;0;0;
Electricity;Electricity;Tidal stream;TIDAL_STREAM;3752;165;0;20;1;0;1;0;5;
Electricity;Electricity;Tidal range;TIDAL_RANGE;2867;178;0;40;1;0;1;0;5;
Electricity;Electricity;Wave;WAVE;1909;42;0;20;1;0;0;0;0;
Electricity;Electricity;Geothermal power plant;GEOTHERMAL;7488;142.272;24929.09;30;0.86;0;1;0;4.5;
Heat;Heat high temperature;Cogeneration gas (industry);IND_COGEN_GAS;1408.03446;92.61166776;1024.32;25;0.85;0;1;0;1.00E+15;
