Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,8814.446937458153,10638.512475065962,23708.002753310582,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,60543.78706108865,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,35853.34047127962,21821.395693891718,22379.129552675906,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,7061.9314551836715,6004.176426573022,9240.765729521132,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,3802.562231619338,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,593.3205347472979,1717.117684673644,526.0178998740694,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,102215.65615859581,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,51872.43906021028,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,20428.199208381608,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,209440.57513633958,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,12580.91781988217,0.0,[GWh]
