Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,0,0,0,0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0,0,0,0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,0,0,0,0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,0,0,0,0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0,0,0,0,[GWh]
Cold,Space cooling,SPACE_COOLING,0,0,0,0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0,0,0,0,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0,0,0,0,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0,0,0,0,[Mpkm]
Mobility,International shipping,SHIPPING,0,0,0,0,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0,0,0,0,[GWh]
