Category,Subcategory,parameter name,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION,Units
Electricity,Electricity,ELECTRICITY,11857.468549885883,18262.455399143568,33410.3819430507,0.0,[GWh]
Heat,High temperature,HEAT_HIGH_T,0.0,0.0,81328.0662324043,0.0,[GWh]
Heat,Space heating,HEAT_LOW_T_SH,60617.69909319903,32886.55902401406,12643.0167468704,0.0,[GWh]
Heat,Hot water,HEAT_LOW_T_HW,11596.689033634102,9802.958333924775,9234.27556721861,0.0,[GWh]
Cold,Process cooling,PROCESS_COOLING,0.0,0.0,10428.45920849293,0.0,[GWh]
Cold,Space cooling,SPACE_COOLING,1314.18448631046,3803.3563482318295,309.6657576349912,0.0,[GWh]
Mobility,Passenger,MOBILITY_PASSENGER,0.0,0.0,0.0,150760.1812271493,[Mpkm]
Mobility,Freight,MOBILITY_FREIGHT,0.0,0.0,0.0,84701.50898796992,[Mtkm]
Mobility,Long-haul passenger flights,AVIATION_LONG_HAUL,0.0,0.0,0.0,21115.621251690827,[Mpkm]
Mobility,International shipping,SHIPPING,0.0,0.0,0.0,2010493.9413822237,[Mtkm]
Non-energy,Non-energy,NON_ENERGY,0.0,0.0,53483.52156763163,0.0,[GWh]
